,I pay close attention to my diet and nutrition.,Staying active and exercising is important to me.,I enjoy lazy days with no plans or responsibilities.,I prefer having a structured daily routine.,I like to indulge in non-essential purchases.,"I enjoy treating myself, even if it’s impractical.",I am highly goal-oriented in my studies or career.,I like making long-term plans for my future.,I prioritize work-life balance over professional ambition.,Financial stability is more important to me than chasing passion projects.,"I prefer a small, close-knit group of friends over a large social circle.",I enjoy social media and actively engage with it.,I love planning and hosting gatherings or parties.,"I value deep, meaningful conversations over casual small talk.",I enjoy playful teasing and harmless pranks with my friends.,I like playing games that encourage sharing personal thoughts and feelings.,I often check in on my friends to see how they’re doing.,I’m comfortable with my friends having different opinions and beliefs.,Social activism and making a difference are important to me.,I feel one should choose to buy from local businesses over large corporations.,I believe billionaires should not exist.,I try to live sustainably and minimize my impact on the planet.,I believe everything will eventually be explained by science.,I have strong religious or spiritual beliefs.,"I express what’s bothering me, even if it leads to uncomfortable conversations.",I’m a night owl.,I need friends who respond quickly to messages.,"I’m uncomfortable with excessive physical affection (hugging, etc.).",I love celebrating birthdays and important milestones with friends.,Spontaneous adventures are my favorite way to have fun.,I prefer cozy nights in over going out and socializing.,"I enjoy discussing deep topics like philosophy, science, or psychology.","I like participating in group activities like sports, board games, or trivia.",I enjoy dark humor and sarcasm.,I’d rather blend in than stand out in a group.,I’m always excited to try exotic and unusual foods.,"I enjoy following and discussing pop culture, TV shows, and movies.","I love going to concerts, festivals, or other live events with friends.","I enjoy taking spontaneous trips, even if it means postponing responsibilities.","I find thrill-seeking activities (e.g., skydiving, roller coasters) exciting.",I could spend hours getting lost in a book or creative project.,Watching or playing sports is an important part of my identity.,My profession is a defining part of who I am.,Expressing myself through fashion or style is important to me.,I believe gossiping about others is harmless fun.,I’m comfortable with my friends drinking alcohol.,I’m comfortable with my friends smoking cigarettes.,I’m comfortable with my friends using recreational drugs.
I believe everything will eventually be explained by science.,0.009718907071067049,0.04544963447316393,-0.08049165817201206,0.013555641307114674,0.07213707739743172,0.24599616892927909,0.19874853276065757,0.10765420466459491,-0.09721009856429298,-0.0680435478706372,0.032943372206144,0.03447192791059144,0.19444932394159903,0.0021918510576026695,0.07342483254445809,-0.1416523513026401,0.08815348996277943,0.1807759438745652,0.11113799735663084,-0.009620123471259462,0.030518785907399593,0.04458301581020306,1.0,-0.18754581433349918,-0.077897188009619,0.06471273589815547,0.036389929653788386,0.07237127090851868,0.12939329483200676,0.10989366806029228,0.09154557930621769,-0.028057396537124878,0.026038364147734847,-0.001655316587005945,0.11678127978372539,0.055085625249632696,0.036512131728396575,0.0933639672697621,0.06850691749531805,0.07678878560315539,0.0815025591534354,0.03555095124411361,0.11052271725497309,0.09462725231695043,0.017506478713483393,0.14819695240645078,0.028918157888614557,0.02460533250575378
I have strong religious or spiritual beliefs.,0.23350656916403542,0.11020131229002325,-0.11530861068079437,0.23558535866748648,-0.12268028055775029,-0.03694497325262531,0.10702508242091531,0.1281367035276026,-0.02250200309849382,0.17280644139130008,0.03222212440592883,-0.07852835673062912,0.031917098357156025,0.08920710103130358,-0.0064893724029494995,0.04383864375217933,0.0922613857955467,-0.06714898332663088,-0.05532337510933448,-0.015873701043771917,-0.34746843438904695,-0.11210900627204791,-0.18754581433349918,1.0,0.0526540489654782,-0.10186112549365159,0.1888208322801605,0.022293934261396087,0.029412892532260423,0.06753836817372975,0.07040532287242227,0.06809126583674656,-0.04329822335872857,-0.05867966271780537,-0.0867555620672693,0.03396072715160356,0.016098584179436198,0.05594493817395679,0.047431624565808315,0.17787720658845435,-0.13610236077236118,0.19065083411625885,0.07462586372240569,-0.01968719950173977,0.011620289304716756,-0.1229315397605263,-0.008330209704839603,-0.17369650871126383
"I express what’s bothering me, even if it leads to uncomfortable conversations.",-0.08384769814363338,-0.044479904078783855,0.019940200739607446,-0.09137021278844765,0.12471044017811693,0.1316725192933564,0.017216097849395186,0.0471737131851385,0.0684246767965633,0.05834340408067382,-0.06223958217824644,0.031693448591100855,0.13509129045990234,0.10580652366070864,0.00032915231543856,0.16517724029670847,0.1113318460736604,-0.0237329858950904,-0.07420666760662316,0.09098978322648016,0.06401038245014821,-0.048711476693300164,-0.077897188009619,0.0526540489654782,1.0,0.03903585748156395,-0.0006339193969421655,-0.1633642410930963,0.14196375187148802,0.09784177549510206,-0.005843587230242892,0.08975132214318929,0.0062629667734035435,0.011341169414159526,-0.10081251043888068,0.04042844607771188,0.09445315472884894,0.10914075339082421,0.1947601034358154,0.04933660300288839,0.039725317111821826,0.0894488289831418,0.0438655409703137,0.13138501862079305,0.10287616913778036,0.22308088777084104,0.20801918532861935,0.11166517788801399
I’m a night owl.,-0.20816986910718321,-0.2248409821760457,0.2786047882283186,-0.29393934800575694,0.10494747484332084,0.1971134076033689,-0.0019466876885269838,0.056412209386733,0.060262672231087194,0.060182844385284595,0.033648807757716524,0.12304617260520939,-0.03242392327570716,-0.017037247666396433,0.13850852287352053,0.05184533060845449,-0.07331067928353012,0.0511958315808605,0.020905029857536235,0.005272424415399816,-0.01599665321575697,0.03520087693910423,0.06471273589815547,-0.10186112549365159,0.03903585748156395,1.0,0.12128189087963302,-0.04777852801464534,0.04406777766395808,0.17893500226680065,0.03402893210756634,-0.0006790826582057794,0.018630496174112207,0.3163037533742336,0.0038532650435603418,0.172314645367022,0.05307719165131082,0.07534473254082391,0.13539931924067536,0.014997208305541677,0.02021349662938212,-0.01381686860110878,0.14219979534304775,-0.022527384308865032,0.10823131342906268,0.08750635718985504,0.09545687117748781,0.10863148292821004
I need friends who respond quickly to messages.,0.001429481216056169,0.0073340938247291165,0.022644850112021702,0.037519884668136834,-0.0020867586880654503,0.20420013332281128,0.09602468382090934,0.15420226595401418,0.14854979796979495,0.2264794306084461,0.1251508462640313,0.1848699393328321,0.08172841316852883,0.034120239726915795,0.1141735841827211,0.036057551541468724,0.08178571919692686,-0.011410209489034342,0.1600338150743912,-0.05168971092558704,-0.13129480113651854,-0.03870970504669694,0.036389929653788386,0.1888208322801605,-0.0006339193969421655,0.12128189087963302,1.0,-0.068619224171716,0.10319296895514907,0.1727001592845888,0.0862091516171221,-0.06481719203770242,-0.00016122640461929788,0.015346606740512374,-0.06715836225241024,0.04313569780442134,0.09291239952625306,0.04789858706315189,0.1356373418472583,0.07896246323877389,-0.21045709556596892,0.13278152057854006,-0.08952065935958713,0.07258859991830291,0.09535180878020524,-0.13470566000992978,-0.059418321322932614,-0.1613308397933099
"I’m uncomfortable with excessive physical affection (hugging, etc.).",-0.05377526229467675,-0.10181996743318529,0.03257346106947193,-0.0485399625326926,-0.05289126415032064,-0.0781860121373707,0.04418649106683384,-0.001124785315972094,-0.06456386529304246,-0.07639189707010303,0.14918255495987498,0.05995688885490272,-0.14859028106784106,-0.04115566524055072,-0.014318362561618492,-0.05986173423398749,-0.0888745279399522,0.022994868493628046,-0.0061216513906739945,0.08582535073309841,-0.039345272110106376,-0.09309983228857996,0.07237127090851868,0.022293934261396087,-0.1633642410930963,-0.04777852801464534,-0.068619224171716,1.0,-0.29188724495670454,-0.07278967830505124,0.08965977783341686,-0.0837082457991374,-0.07521846678841283,-0.018955776683612896,0.02505770021085363,0.027266147201297504,-0.06000215380067577,-0.24665060495252333,-0.17754874595146555,-0.22054876859572609,0.032050683889785624,-0.08725862743195306,0.09811205226539671,-0.06412139403247885,0.037569000631190036,-0.13737670927492765,-0.06084083069758067,-0.07149503868092603
I love celebrating birthdays and important milestones with friends.,0.1638985051637794,0.05953977595419628,-0.04894259718868543,0.14575563346459047,0.24564998800568247,0.05592859443196278,0.27487124073776853,0.0753332430530938,0.18872145734356777,0.0821088315353722,-0.01279256268975269,0.2257962813991945,0.4029171617613549,-0.02271068262764011,0.0458086760752225,0.1464233671995905,0.2397939834792527,0.15031008641649418,0.15457355360339597,0.12819868922032632,0.02263441003388354,-0.0011160714853141183,0.12939329483200676,0.029412892532260423,0.14196375187148802,0.04406777766395808,0.10319296895514907,-0.29188724495670454,1.0,0.08826119366178152,-0.1184171770531394,0.022462827917652434,0.17121110766012607,-0.002477428097080723,0.20212722273090827,0.11868728454473039,0.2793010083698669,0.4471779825949391,0.04789529275836771,0.2198721781615084,-0.055423294342589316,0.08105486054686922,-0.008815654025341972,0.3304555169604798,0.09734089211560777,0.2347595187196002,0.1609387282014525,0.1273653216024718
Spontaneous adventures are my favorite way to have fun.,0.023241190089882992,0.1220180592674835,0.08535466956098768,-0.07743821337727193,-0.015605230066452909,0.19505574491101585,0.06512192541562216,0.03532044110596132,0.060543137942720045,0.09037834418350092,0.11173105020687518,0.0275851809603337,0.08928467566341049,0.06519233919980516,0.1959033648765094,0.02387982821989293,0.13532840275969377,0.1957524693212744,0.21583150562583203,-0.03551428213550803,-0.21067163810624986,0.06929037019186227,0.10989366806029228,0.06753836817372975,0.09784177549510206,0.17893500226680065,0.1727001592845888,-0.07278967830505124,0.08826119366178152,1.0,-0.11335135947072666,0.016114619095494158,0.14849821870423105,0.09063157721018915,0.005238630215481238,0.020579120536764414,0.045920028801051095,0.2567258151586113,0.4152854947311327,0.37570851039494835,-0.0368338488732008,0.1342033447795063,-0.060669836949601486,0.17739025229517,0.009699600837797702,0.06170803226518369,0.08667818159286075,0.021613852231445383
I prefer cozy nights in over going out and socializing.,-0.0600295780737318,-0.07161338811356507,0.17714706288747525,0.04738549939079078,0.028443167731309747,0.0003270532383538285,0.03557085879060637,0.13050106083157148,0.0016325223450016765,0.1085469011773724,0.23236917104071492,-0.007332898364738251,-0.06405188352786567,0.0814291980840877,0.054324482897461945,-0.1239733475729234,0.0008212592734366166,0.027326550362910255,0.014082479041601132,0.09439805009332639,-0.028661929480049413,0.11356011127254055,0.09154557930621769,0.07040532287242227,-0.005843587230242892,0.03402893210756634,0.0862091516171221,0.08965977783341686,-0.1184171770531394,-0.11335135947072666,1.0,0.08199929636605337,-0.06588886798518079,0.08788924640465301,0.13692402842707965,0.03929050048428934,-0.019785136144390276,-0.1417647439885911,-0.06280864896150085,-0.16751863660612973,0.1471946893936703,0.005256059349994347,0.026244265841077002,-0.12151207957127508,0.017712666390525232,-0.05188522505052954,-0.0014763589427965428,-0.11718691046728098
"I enjoy discussing deep topics like philosophy, science, or psychology.",-0.0399593462475795,-0.04717926508326258,-0.03402836794088914,0.10041192015494706,0.21848012360170288,0.056973080869870935,0.12567676491253887,0.1096129819724759,-0.08355453484916892,-0.0646832195616352,0.16444166889182057,-0.028637876440133367,0.05640031162950654,0.42197716419070125,0.1142713838803107,0.09848502522768258,0.10482947989559581,0.09838398974616464,0.08919450109385782,0.04517159650924554,-0.10018769638959939,0.011905742004213774,-0.028057396537124878,0.06809126583674656,0.08975132214318929,-0.0006790826582057794,-0.06481719203770242,-0.0837082457991374,0.022462827917652434,0.016114619095494158,0.08199929636605337,1.0,0.07433525056599716,0.1516450328316933,-0.0033346385439864206,0.1298535327977496,0.115617522708981,0.11652365307997832,0.0695546373065139,0.08667496730202154,0.17400356180422652,-0.009115606947443114,0.05613584027974458,0.0015147452746543141,-0.1927279946542221,0.12739537990641606,0.1711185299300237,0.04540222536086491
"I like participating in group activities like sports, board games, or trivia.",0.06630932557725247,0.15358837575158196,0.03924133901769288,0.012082372096740642,0.03838683732488634,-0.1396168141428465,0.015730583088174013,-0.028277680384374792,-0.020027156406987615,0.04269644804349068,0.09479746853323366,0.018217134524689104,0.08848838331624054,-0.11292003799061208,0.20928545745034846,0.011427998527809569,0.012837363640843525,0.23889248102219363,0.1116190583266998,0.10047274545349283,-0.03528005224690624,0.04180755828678266,0.026038364147734847,-0.04329822335872857,0.0062629667734035435,0.018630496174112207,-0.00016122640461929788,-0.07521846678841283,0.17121110766012607,0.14849821870423105,-0.06588886798518079,0.07433525056599716,1.0,0.05902630158885691,0.06163209290535002,0.03822586611742343,0.11954642169127355,0.23521301617202903,0.04560004767645326,0.20858862270532086,-0.16816809213002026,0.3279215168002815,-0.1489688951885568,0.08521965318031202,-0.03360022620658258,0.07509883199028893,-0.0035703484262852338,-0.13578668157958987
I enjoy dark humor and sarcasm.,-0.00362404283430479,-0.0515547262327305,-0.00612671336569951,-0.10915463432432676,-0.012652523952939383,0.0172208075754838,0.027553350788697795,0.0380388006539115,-0.07389216207188978,0.050818219221082504,0.16164932199915308,-0.016665419198477388,-0.05872055159864773,0.11609806005748254,0.2908065121382602,0.046457323109914704,-0.06419915376665264,0.06526054118353485,-0.05024062199453787,-0.014835232376065741,-0.05753910096440091,0.0059477237262752424,-0.001655316587005945,-0.05867966271780537,0.011341169414159526,0.3163037533742336,0.015346606740512374,-0.018955776683612896,-0.002477428097080723,0.09063157721018915,0.08788924640465301,0.1516450328316933,0.05902630158885691,1.0,0.030390697407003082,0.20173137137711905,0.029306142413792063,0.02093421871344323,0.12555486975283411,0.11525292093337008,0.14562869841525083,0.03792074367563937,0.024747562554095687,-0.03266731881454637,0.09444980249022168,0.04645663253607774,0.0692655395007665,0.13163773306827542
I’d rather blend in than stand out in a group.,0.06435315963049704,0.07528205237362136,0.04573913187835064,0.04257369004048782,-0.04937724781650703,-0.05387964147590955,0.06340948554858965,-0.04048032439235502,0.10615043862854888,0.013981976355058278,0.15127179506687108,0.02819159807776863,0.07451394242231485,-0.11495087862681072,0.11678456793382976,-0.04016461557351724,0.0022349862664526876,0.16670735799578626,0.023077311141550066,0.0592239801701925,0.0330402773754285,0.060261051765391385,0.11678127978372539,-0.0867555620672693,-0.10081251043888068,0.0038532650435603418,-0.06715836225241024,0.02505770021085363,0.20212722273090827,0.005238630215481238,0.13692402842707965,-0.0033346385439864206,0.06163209290535002,0.030390697407003082,1.0,-0.15148336769833118,-0.034963338471163286,0.08356459705860991,-0.15127377152284244,-0.02609554203926943,-0.09417249784875235,-0.0735949049167635,-0.032044023680235754,-0.01655333211224924,0.04043281245000649,0.00924261179661261,-0.002710409506817988,0.02196016704399745
I’m always excited to try exotic and unusual foods.,0.09454220527518849,-0.12652271077596633,0.03841307202320681,0.01940359233326823,0.19286112890944343,0.1451851438412345,0.08485556396514665,0.06604461939705789,0.013234485566948858,-0.002235358705782197,-0.022731466902349836,0.10822856557620417,0.22912263950801076,0.13048199142738362,0.08413528862692338,0.3460995784678028,0.06609632850987583,0.13865565022675627,0.15705869624914154,0.16228573389240294,0.08170535688163526,0.06438249055808662,0.055085625249632696,0.03396072715160356,0.04042844607771188,0.172314645367022,0.04313569780442134,0.027266147201297504,0.11868728454473039,0.020579120536764414,0.03929050048428934,0.1298535327977496,0.03822586611742343,0.20173137137711905,-0.15148336769833118,1.0,0.261599800281586,0.12388075037029511,0.21463324365642214,0.18131591701428929,0.1927347414703958,0.01588237020018861,0.07513756666080228,0.14363547760403322,0.15427428698397022,0.1528466737658715,0.07017677368802798,0.11841126706448214
"I enjoy following and discussing pop culture, TV shows, and movies.",0.19649657895976322,0.17268469168875536,0.03589242744510042,0.2222064094039582,0.23675665002440702,0.05206247513696444,0.32051484264344277,0.14240008931336404,0.054214046618354085,0.09944751668129068,0.023689303289071376,0.1947493311807571,0.24424337507321578,0.15177998966087877,-0.0009947061689948894,0.3045699390406657,0.18407266453945847,0.1759369137246647,0.2178378914361915,0.15102329577582624,-0.01665060968070742,0.09925700402226664,0.036512131728396575,0.016098584179436198,0.09445315472884894,0.05307719165131082,0.09291239952625306,-0.06000215380067577,0.2793010083698669,0.045920028801051095,-0.019785136144390276,0.115617522708981,0.11954642169127355,0.029306142413792063,-0.034963338471163286,0.261599800281586,1.0,0.3634193523831325,0.002225817305323011,0.2029905453078383,0.0892940268721682,0.20338098599464646,0.09608788229241554,0.3295102888205703,0.022604701775780237,0.20902914906404715,0.17178298584607374,0.13990418396789417
"I love going to concerts, festivals, or other live events with friends.",0.2013346248729634,0.16606237947822095,-0.01833876726838628,0.1536659060738175,0.22787925289151187,0.14467209899362923,0.23026114531968178,0.04527622256080575,0.16320516629550222,0.10139873209504284,-0.021269066606428178,0.16546924618702766,0.31851893149216237,0.05415303610738824,0.12327147475447837,0.20294987779217694,0.26124176815250416,0.1311001603438132,0.14309888121288303,0.10130349494824167,-0.06961770804199868,0.07121202816731904,0.0933639672697621,0.05594493817395679,0.10914075339082421,0.07534473254082391,0.04789858706315189,-0.24665060495252333,0.4471779825949391,0.2567258151586113,-0.1417647439885911,0.11652365307997832,0.23521301617202903,0.02093421871344323,0.08356459705860991,0.12388075037029511,0.3634193523831325,1.0,0.2137800134473919,0.39087082694394765,-0.01576351545423753,0.2538146227044107,-0.07029990691229877,0.44542903456804644,-0.03466338684544398,0.2915874899928531,0.2047891699024974,0.18696366580942744
"I enjoy taking spontaneous trips, even if it means postponing responsibilities.",-0.004745347112239515,-0.03440967701646406,0.030232417738947883,-0.1334712887387467,0.14371409262558338,0.26680147164369716,-0.058174852036742795,-0.016992561352287265,0.05317552025592061,0.07947438224514855,-0.02351294901040317,0.08555880653066356,0.12599097522922845,0.06260347281316665,0.037352891994175096,0.12275604408585844,0.04934879674190364,-0.05531252528414445,0.05063089314397681,-0.02687174433687236,-0.053630614881290575,-0.11120962952793789,0.06850691749531805,0.047431624565808315,0.1947601034358154,0.13539931924067536,0.1356373418472583,-0.17754874595146555,0.04789529275836771,0.4152854947311327,-0.06280864896150085,0.0695546373065139,0.04560004767645326,0.12555486975283411,-0.15127377152284244,0.21463324365642214,0.002225817305323011,0.2137800134473919,1.0,0.20820604538221651,0.0016412829680964199,0.045835290177755166,-0.08245420239189467,0.16416554762251864,0.07125933959454103,0.08970491795468828,0.07001994674158091,0.15935598209301802
"I find thrill-seeking activities (e.g., skydiving, roller coasters) exciting.",0.2058109352961655,0.20624467970135077,-0.09288014155444016,0.09239783900177988,0.017522542060589615,0.10021242108653983,0.09818944475021922,0.08574728765770594,0.09134477063901346,0.06356046539420845,0.05867281211576432,0.024442647025971615,0.25671257461700414,0.04586952868173826,0.21410168746081273,0.09970259306148765,0.1638713132735747,0.17418053756184104,0.196496913783395,-0.02480838015786011,-0.22545295263992235,0.10353067346851698,0.07678878560315539,0.17787720658845435,0.04933660300288839,0.014997208305541677,0.07896246323877389,-0.22054876859572609,0.2198721781615084,0.37570851039494835,-0.16751863660612973,0.08667496730202154,0.20858862270532086,0.11525292093337008,-0.02609554203926943,0.18131591701428929,0.2029905453078383,0.39087082694394765,0.20820604538221651,1.0,-0.04047840827903814,0.19191259635599647,-0.05762433678480662,0.2627710920021094,-0.008819858769707842,0.14241014205485547,0.17418197771364816,0.1262925034834626
I could spend hours getting lost in a book or creative project.,-0.1196047180706844,-0.010635366355184073,0.05591962100098346,0.0589536197275711,0.06451171106137477,0.12204494499316904,0.12963323107934285,0.08060501457453807,-0.10021270881460917,-0.1983835111239807,0.17376185309199565,-0.03015707511378142,-0.0284943379533843,0.11333785311551714,0.05356854893038746,0.11418467065200293,-0.07624264315223597,0.08638116389519608,0.05729698071099344,-0.029632453294300524,-0.0465115737506058,0.017655309027992266,0.0815025591534354,-0.13610236077236118,0.039725317111821826,0.02021349662938212,-0.21045709556596892,0.032050683889785624,-0.055423294342589316,-0.0368338488732008,0.1471946893936703,0.17400356180422652,-0.16816809213002026,0.14562869841525083,-0.09417249784875235,0.1927347414703958,0.0892940268721682,-0.01576351545423753,0.0016412829680964199,-0.04047840827903814,1.0,-0.15464466399723678,0.2320636593565753,0.027491511126657202,-0.09860153399717958,0.14965178858482525,0.07647603286007938,0.11714560865888066
Watching or playing sports is an important part of my identity.,0.09861188002487827,0.253954562903364,-0.03754298536958088,-0.01169728132158128,-0.0038828686794206797,-0.02993029545993906,0.060327568390692005,0.06171746634171307,-0.048836251288899624,0.21571866795636355,0.038109816714619896,0.1005403272488198,0.07834314807881657,-0.08148425426699404,0.1598716302097641,0.0030418413531701927,0.09552287053499271,0.13106869967718227,0.06880470531305226,-0.009174398355250768,-0.10871766254948034,0.02151448575598211,0.03555095124411361,0.19065083411625885,0.0894488289831418,-0.01381686860110878,0.13278152057854006,-0.08725862743195306,0.08105486054686922,0.1342033447795063,0.005256059349994347,-0.009115606947443114,0.3279215168002815,0.03792074367563937,-0.0735949049167635,0.01588237020018861,0.20338098599464646,0.2538146227044107,0.045835290177755166,0.19191259635599647,-0.15464466399723678,1.0,-0.11314674517657013,0.01933777024674579,0.11529283317364376,0.06648871518123396,0.019693317469734874,-0.11448616096738282
My profession is a defining part of who I am.,-0.02174160485266257,-0.0009842421158598653,-0.018498015248353695,0.09521014003903915,-0.006624139673196926,0.0438697207870007,0.29848588670212645,0.20560333632920502,-0.14598703626814752,-0.14747071866288558,-0.03073193224254614,-0.08839261756359501,-0.039922763305701124,0.07426724309744506,-0.02211851546035534,0.07290410200020207,-0.015333724381988817,-0.05911116191695769,-0.11730646722248399,-0.11075986010163517,-0.1197038499131841,-0.07487678962775961,0.11052271725497309,0.07462586372240569,0.0438655409703137,0.14219979534304775,-0.08952065935958713,0.09811205226539671,-0.008815654025341972,-0.060669836949601486,0.026244265841077002,0.05613584027974458,-0.1489688951885568,0.024747562554095687,-0.032044023680235754,0.07513756666080228,0.09608788229241554,-0.07029990691229877,-0.08245420239189467,-0.05762433678480662,0.2320636593565753,-0.11314674517657013,1.0,-0.05037019718319042,0.06195879115189312,0.10803948257907019,-0.007737567527349292,-0.018060699351681357
Expressing myself through fashion or style is important to me.,0.07118502652891415,0.09204243773237254,0.03067052127074459,0.10096815468353142,0.2690560569993178,0.16284310253519838,0.1781924277638129,0.06153374605360909,0.15504199908693284,0.06335214350033123,-0.025330914384194485,0.10663600186615944,0.28206365970211505,0.1197512678448902,0.001992446562865308,0.19649263549007528,0.1472893500460471,0.046707037648182854,0.16676038289804337,0.13050934550952467,0.019945809861413224,0.003201558436926339,0.09462725231695043,-0.01968719950173977,0.13138501862079305,-0.022527384308865032,0.07258859991830291,-0.06412139403247885,0.3304555169604798,0.17739025229517,-0.12151207957127508,0.0015147452746543141,0.08521965318031202,-0.03266731881454637,-0.01655333211224924,0.14363547760403322,0.3295102888205703,0.44542903456804644,0.16416554762251864,0.2627710920021094,0.027491511126657202,0.01933777024674579,-0.05037019718319042,1.0,-0.022639178162159393,0.2792397306503059,0.22773026802630164,0.18015115364101972
I believe gossiping about others is harmless fun.,-0.057174567920906624,-0.13374991936110525,0.10635636027289984,-0.056753449627823756,0.028170936953944185,0.11685338098217035,0.03542781398707247,0.024805536568794122,0.02447578444807713,0.04424364620316712,-0.06425560906461196,0.1851359557931952,0.1307753120139599,-0.10156601334857955,0.10116160344259262,0.06573220762176092,0.00047972052638131944,-0.018405055710040738,0.040970432662526986,0.18898845719184498,0.10269219832482922,-0.05766070651156456,0.017506478713483393,0.011620289304716756,0.10287616913778036,0.10823131342906268,0.09535180878020524,0.037569000631190036,0.09734089211560777,0.009699600837797702,0.017712666390525232,-0.1927279946542221,-0.03360022620658258,0.09444980249022168,0.04043281245000649,0.15427428698397022,0.022604701775780237,-0.03466338684544398,0.07125933959454103,-0.008819858769707842,-0.09860153399717958,0.11529283317364376,0.06195879115189312,-0.022639178162159393,1.0,0.07812412330264784,0.053978761343388436,0.046783846354823466
I’m comfortable with my friends drinking alcohol.,-0.09593422505514271,-0.02519396441924304,0.048548277238678134,-0.028644930717461208,0.19357968778288703,0.10836389874931925,0.11501496833055766,-0.06709524143119179,0.08811209544062368,-0.04525970872832069,-0.147566004840522,0.07736408561393418,0.23905104086458204,0.011012391093260203,0.062416522737222625,0.116918943611922,0.10818781062823007,0.15769321340580827,-0.028478200673416006,0.14210863590144537,0.02081946784747143,0.017612579264949645,0.14819695240645078,-0.1229315397605263,0.22308088777084104,0.08750635718985504,-0.13470566000992978,-0.13737670927492765,0.2347595187196002,0.06170803226518369,-0.05188522505052954,0.12739537990641606,0.07509883199028893,0.04645663253607774,0.00924261179661261,0.1528466737658715,0.20902914906404715,0.2915874899928531,0.08970491795468828,0.14241014205485547,0.14965178858482525,0.06648871518123396,0.10803948257907019,0.2792397306503059,0.07812412330264784,1.0,0.547127182021816,0.4846919614894187
I’m comfortable with my friends smoking cigarettes.,-0.06586958237634671,-0.04298203659054546,0.12123783555162633,0.004960928137570949,0.11213471895371509,0.1325840178449662,0.02803061550068505,-0.05280948471120591,0.14631967973873292,0.054623187122938614,-0.015009827810231252,0.006565922885683228,0.1513323480838668,0.0982978273261858,0.054219678483630615,-0.015349469112203503,0.21662649216708357,0.07431716467825951,0.03669139961871182,0.08949856256241726,-0.031115683576531387,-0.03110764032866837,0.028918157888614557,-0.008330209704839603,0.20801918532861935,0.09545687117748781,-0.059418321322932614,-0.06084083069758067,0.1609387282014525,0.08667818159286075,-0.0014763589427965428,0.1711185299300237,-0.0035703484262852338,0.0692655395007665,-0.002710409506817988,0.07017677368802798,0.17178298584607374,0.2047891699024974,0.07001994674158091,0.17418197771364816,0.07647603286007938,0.019693317469734874,-0.007737567527349292,0.22773026802630164,0.053978761343388436,0.547127182021816,1.0,0.46033639319601394
I’m comfortable with my friends using recreational drugs.,0.022514023313568214,-0.10691036358090679,0.030560430650553947,-0.07089626609852805,0.14166889615449782,0.047574536454694595,-0.017055539478218026,-0.12902314843504037,0.16755078307062163,-0.10007269462071673,-0.13610042533483893,0.09958917762488652,0.13685298577392763,0.0057388725059234185,-0.060005533967366624,0.08841974381767694,0.10984034573972087,-0.035243363082264154,-0.0031428806048353756,0.16094797689332024,0.1666501812828602,-0.016646830716950837,0.02460533250575378,-0.17369650871126383,0.11166517788801399,0.10863148292821004,-0.1613308397933099,-0.07149503868092603,0.1273653216024718,0.021613852231445383,-0.11718691046728098,0.04540222536086491,-0.13578668157958987,0.13163773306827542,0.02196016704399745,0.11841126706448214,0.13990418396789417,0.18696366580942744,0.15935598209301802,0.1262925034834626,0.11714560865888066,-0.11448616096738282,-0.018060699351681357,0.18015115364101972,0.046783846354823466,0.4846919614894187,0.46033639319601394,1.0
